nameid	profession	education	house_loan	car_loan	married	child	revenue	approve
734	5	2	1	1	0	1	32021	0
735	5	5	0	1	1	1	22740	1
736	3	2	0	1	0	1	8148	1
737	5	5	0	0	0	1	7846	1
738	4	2	1	1	1	1	11531	0
739	3	2	0	0	0	0	33228	1
740	5	5	0	0	0	1	41152	1
741	4	2	0	0	1	1	29271	1
742	3	4	1	0	1	0	41856	1
743	5	2	0	0	0	1	12190	1
744	5	4	1	1	1	0	8124	1
745	2	5	1	1	1	1	21805	0
746	4	2	1	0	1	1	20990	1
747	5	5	1	0	0	0	31321	1
748	1	4	1	1	0	0	24497	1
749	4	2	0	1	1	0	9831	1
750	3	1	1	1	1	1	7374	0
751	4	4	0	0	1	1	45869	1
752	3	5	0	1	0	0	26302	1
753	5	3	0	0	1	1	36021	1
754	3	4	1	1	0	1	28810	0
755	3	3	1	1	1	1	7527	0
756	4	4	0	0	0	1	8804	1
757	1	5	0	1	1	1	9922	1
758	2	1	1	1	1	0	15926	1
759	4	4	0	1	1	0	36673	1
760	5	4	1	0	0	1	30777	1
761	4	2	0	1	0	1	30167	1
762	2	1	0	0	1	1	5447	1
763	3	5	1	0	0	1	49190	1
764	3	4	1	0	1	0	20545	1
765	4	3	1	1	1	0	31177	1
766	5	4	1	0	0	1	45770	1
767	1	3	0	1	0	1	19164	1
768	2	3	0	1	0	0	27889	1
769	4	3	1	1	0	1	48523	0
770	2	2	1	0	0	1	38539	1
771	3	1	1	0	0	1	8724	1
772	3	4	0	0	1	1	7698	1
773	1	5	0	1	0	1	19296	1
774	4	4	1	0	0	1	14766	1
775	3	5	0	0	0	0	18644	1
776	4	5	1	0	0	1	21762	1
777	4	5	0	0	0	0	19200	1
778	4	3	1	1	0	1	49884	0
779	5	2	0	1	0	0	8653	1
780	1	1	0	1	1	0	48191	1
781	4	5	1	0	0	1	5925	0
782	4	4	0	0	1	1	26575	1
783	3	1	0	0	1	0	17846	1
784	4	2	1	0	0	1	37546	1
785	3	4	0	1	1	1	29084	1
786	4	1	0	1	0	0	25948	1
787	2	4	1	0	0	0	7552	0
788	1	3	1	1	1	1	8241	0
789	1	4	1	0	0	1	13340	1
790	5	1	0	0	0	1	26445	1
791	1	5	1	0	1	0	49830	1
792	5	1	0	1	0	1	17243	1
793	3	2	1	0	0	1	39703	1
794	5	3	0	0	0	1	12401	1
795	4	2	1	0	1	1	27160	1
796	5	3	0	1	1	0	29666	1
797	5	5	0	0	1	1	32827	1
798	1	1	0	0	1	0	26875	1
799	3	5	0	1	0	0	11654	1
800	1	4	0	0	1	0	39579	1
801	1	4	1	1	1	1	12945	0
802	2	1	0	0	1	0	41514	1
803	5	5	1	1	0	1	48246	0
804	5	5	1	0	1	0	14263	1
805	3	3	0	1	1	1	12103	1
806	5	1	1	1	0	1	40630	0
807	5	3	1	0	1	0	5136	0
808	4	3	0	1	0	0	21241	1
809	4	1	0	0	0	1	12711	1
810	1	5	1	1	1	1	12292	0
811	5	3	1	1	1	0	16718	1
812	5	3	0	1	0	1	28287	1
813	1	5	0	1	1	0	43830	1
814	4	4	0	0	0	1	12278	1
815	5	4	1	1	1	1	33453	0
816	4	3	0	1	0	0	31371	1
817	1	3	1	1	0	0	39550	1
818	1	1	0	0	0	0	15331	1
819	1	2	0	0	0	1	5376	1
820	5	1	0	0	1	0	25869	1
821	1	4	0	0	1	0	6195	1
822	2	2	1	0	1	1	41794	1
823	3	5	0	0	1	1	42675	1
824	5	3	1	0	1	0	36088	1
825	2	5	1	0	1	1	14105	1
826	2	3	1	1	1	0	12804	1
827	1	4	0	1	0	1	31660	1
828	5	4	1	1	0	1	22398	0
829	5	4	1	1	0	0	35074	1
830	4	4	1	1	1	1	38534	0
831	3	3	1	0	1	0	29868	1
832	3	5	1	1	1	0	8800	1
833	4	3	0	0	0	1	22756	1
834	2	5	0	0	1	1	37943	1
835	1	2	0	0	0	1	14033	1
836	1	5	0	0	1	0	14789	1
837	2	1	1	1	0	1	34338	0
838	5	1	1	1	1	1	42239	0
839	1	4	0	0	0	0	41467	1
840	1	3	1	0	1	1	12898	1
841	1	1	0	1	0	0	43886	1
842	5	5	0	1	0	1	23252	1
843	1	4	0	1	0	0	47894	1
844	4	1	0	1	0	0	17638	1
845	5	4	1	1	1	0	38486	1
846	3	3	0	1	1	0	12518	1
847	2	1	0	1	1	0	40898	1
848	2	4	0	1	1	1	12649	1
849	2	4	1	0	0	1	17378	1
850	4	5	1	1	0	0	10497	1
851	4	1	0	0	1	0	37364	1
852	1	5	0	0	0	1	12623	1
853	4	3	0	0	1	1	18393	1
854	1	4	1	0	1	1	35581	1
855	2	3	1	0	1	1	17510	1
856	2	2	0	1	0	0	7920	1
857	2	4	0	1	0	0	15928	1
858	2	3	1	0	0	0	12517	1
859	4	1	0	0	1	0	38066	1
860	4	2	0	0	1	0	45996	1
861	5	2	1	1	0	1	9051	0
862	1	2	0	0	0	0	13304	1
863	4	1	0	0	1	0	29836	1
864	1	4	1	1	1	1	6860	0
865	1	3	1	1	0	0	31931	1
866	1	1	0	1	1	1	16423	1
867	1	3	0	0	1	1	18000	1
868	5	4	0	0	1	1	5384	1
869	1	4	0	0	0	0	45760	1
870	1	2	0	0	1	0	7023	1
871	4	3	1	1	0	0	6561	0
872	4	1	1	0	1	0	5164	0
873	3	1	0	1	0	1	8310	1
874	3	5	1	0	1	1	5142	0
875	5	2	1	0	1	0	15423	1
876	1	5	1	1	1	1	16153	0
877	1	3	1	0	0	1	44595	1
878	5	5	1	0	0	1	5895	0
879	4	2	0	1	0	1	37126	1
880	2	1	1	0	1	0	13405	1
881	5	2	0	0	1	0	6211	1
882	4	2	1	1	1	0	34515	1
883	2	5	0	1	0	1	16965	1
884	4	2	0	0	1	1	17795	1
885	4	3	1	0	0	0	27583	1
886	3	5	0	1	0	0	23316	1
887	2	5	0	1	1	0	8003	1
888	5	1	0	1	0	0	21229	1
889	1	5	0	1	1	1	16417	1
890	5	1	1	0	1	0	8044	1
891	4	3	1	1	1	1	25014	0
892	5	3	1	1	0	1	31710	0
893	5	1	1	0	1	0	7190	0
894	2	1	0	1	0	0	18225	1
895	1	1	0	0	1	0	13018	1
896	3	5	0	0	0	0	22192	1
897	5	1	0	0	1	0	48514	1
898	5	3	1	1	0	1	8872	0
899	3	1	0	0	1	1	23683	1
900	1	3	0	0	0	0	48545	1
901	3	3	1	0	1	0	5373	0
902	3	4	1	1	0	0	7205	0
903	1	3	0	0	0	1	17261	1
904	4	2	0	1	0	1	46338	1
905	5	3	0	0	1	1	41817	1
906	2	1	1	1	1	1	35597	0
907	3	2	0	1	1	0	41644	1
908	3	1	1	1	0	0	19079	1
909	4	1	0	0	0	1	45083	1
910	1	4	0	1	1	0	44380	1
911	4	4	1	0	1	1	15626	1
912	1	3	1	1	1	0	14865	1
913	2	2	0	0	1	1	14026	1
914	3	3	1	0	0	0	9416	1
915	4	3	1	1	0	1	27550	0
916	3	4	1	1	1	1	41727	0
917	2	1	0	0	0	1	10182	1
918	5	2	0	0	0	0	29061	1
919	5	5	0	0	1	1	5534	1
920	5	1	1	0	1	0	5314	0
921	2	1	0	0	1	1	9974	1
922	3	3	0	0	1	0	22282	1
923	5	1	0	0	0	1	5557	1
924	3	1	1	0	0	1	25584	1
925	2	5	1	0	0	1	16471	1
926	5	4	0	0	1	0	18291	1
927	3	3	1	0	1	0	41990	1
928	4	5	0	1	0	0	22552	1
929	2	2	1	1	1	0	13263	1
930	3	1	0	0	0	1	39613	1
931	5	2	0	1	1	0	6674	1
932	3	5	0	1	0	1	10618	1
933	4	2	0	0	1	0	27808	1
934	4	4	0	1	1	1	18656	1
935	4	2	0	1	0	0	10673	1
936	1	5	1	1	1	0	21738	1
937	3	5	0	0	0	1	25353	1
938	2	1	1	0	0	1	14452	1
939	4	3	0	1	0	0	46968	1
940	5	3	0	0	1	1	14297	1
941	5	4	0	1	1	1	45835	1
942	3	1	1	1	0	1	29253	0
943	3	2	1	0	0	0	13821	1
944	3	3	1	0	1	0	16678	1
945	4	2	1	1	0	1	8946	0
946	2	3	1	0	1	1	10411	1
947	2	1	0	1	1	1	17499	1
948	4	2	1	0	0	1	6738	0
949	1	1	0	0	0	1	16240	1
950	2	5	1	0	1	0	44663	1
951	4	5	1	1	0	0	11265	1
952	1	5	0	1	0	1	38102	1
953	1	5	1	0	0	0	30729	1
954	4	5	1	0	0	0	11796	1
955	4	4	0	1	1	1	36790	1
956	2	1	0	0	1	0	14560	1
957	4	4	0	1	1	1	16409	1
958	5	3	1	1	0	0	42892	1
959	2	4	0	1	0	1	12366	1
960	2	2	1	0	1	1	39943	1
961	1	5	0	1	0	1	5341	1
962	4	4	1	0	0	0	17227	1
963	3	3	1	1	0	0	47074	1
964	5	1	1	1	1	0	31448	1
965	5	4	0	0	1	0	14746	1
966	4	3	0	0	0	1	36580	1
967	3	1	0	1	1	1	5036	1
968	4	1	1	0	1	1	41827	1
969	4	4	1	0	1	1	38839	1
970	3	2	1	0	0	1	49857	1
971	1	3	0	0	0	1	29065	1
972	5	1	0	1	1	0	17602	1
973	4	3	0	0	1	1	8047	1
974	2	2	1	1	1	1	19804	0
975	4	1	0	0	0	1	43167	1
976	1	2	0	0	1	1	40962	1
977	4	3	0	0	0	1	43585	1
978	1	1	1	0	1	0	20826	1
979	2	2	1	0	1	1	17869	1
980	3	1	1	0	0	0	17049	1
981	4	5	1	0	0	0	47849	1
982	2	3	0	0	0	0	11084	1
983	1	1	0	0	0	1	49202	1
984	5	1	1	1	0	1	36751	0
985	2	2	1	1	1	0	9816	1
986	3	4	1	1	0	0	49229	1
987	5	2	1	0	0	1	29321	1
988	4	1	1	0	1	0	36811	1
989	4	1	1	1	0	1	35138	0
990	1	3	0	1	0	1	9349	1
991	4	5	1	0	0	1	14238	1
992	5	1	1	0	0	1	20528	1
993	4	3	1	1	0	0	20265	1
994	5	2	1	1	1	0	25575	1
995	1	2	1	1	0	0	18569	1
996	3	2	1	1	0	0	30535	1
997	3	5	0	0	0	0	34315	1
998	4	2	1	1	0	1	15509	0
999	4	1	0	0	0	0	33619	1
1000	5	4	0	1	1	1	13865	1
